PPv2 Leaderboard:
Rank | Name | Total PP | Top Play
2643 | Wolly_Worm#2339 | 2069.489553836349 | 76.80935
2644 | ShadowSniper#5415 | 2069.332033071951 | 146.46031
2645 | Lel -_-#7607 | 2069.0861936977976 | 79.8475
2646 | Portavion#3696 | 2068.9994845382507 | 90.43601
2647 | melike2d#4573 | 2068.128790820983 | 137.40578
2648 | Vro....#2804 | 2067.932575255864 | 89.308914
2649 | NRGCuban#1878 | 2067.4864962784795 | 91.53499
2650 | yayeetwastaken2#6385 | 2065.8413517375675 | 121.472305
2651 | Morg#6400 | 2065.4620770529627 | 181.77058
2652 | Death#0596 | 2065.390629407505 | 97.790405
2653 | Johnred#0857 | 2065.1485797094233 | 148.07288
2654 | Ryan#7972 | 2064.7758058143754 | 191.07391
2655 | Ethan#1558 | 2064.2989007740607 | 93.27358
2656 | ihii#4206 | 2063.793165999445 | 131.58879
2657 | EmiliaaKy#3449 | 2063.490334028717 | 90.451385
2658 | Noble7eveN#6303 | 2063.205179931056 | 142.37769
2659 | Zum#7610 | 2062.1882421894793 | 126.692444
2660 | Oussama MD#8001 | 2060.9640184676473 | 103.7549
2661 | kylo#1187 | 2060.431789725052 | 184.3742
2662 | Twix 0-0#5606 | 2060.376131485255 | 98.21841
2663 | Steamacc#0458 | 2060.3215656406787 | 139.67456
2664 | 871#7494 | 2059.883073260721 | 86.88051
2665 | Sevius#4671 | 2058.654902516792 | 119.1069
2666 | Dan#7564 | 2058.386153974982 | 86.7778
2667 | Orek101#8436 | 2058.3706097379168 | 93.56986
2668 | winters#7725 | 2058.168228009256 | 145.97879
2669 | chau#5666 | 2057.5691323480164 | 152.07666
2670 | K4K#5847 | 2056.377643796692 | 79.01738
2671 | Kerem#8111 | 2055.4619389804707 | 95.2559
2672 | Cynric#2146 | 2055.1773816365226 | 99.85911
2673 | cherry#6065 | 2055.16834038897 | 178.88731
2674 | defund#6273 | 2055.0423660552533 | 113.58537
2675 | Sottertism#2571 | 2054.9119607076645 | 95.15245
2676 | Rob#8994 | 2054.2225121897973 | 79.49339
2677 | Mellie#2932 | 2054.1189670510475 | 95.70408
2678 | pratt#6869 | 2054.092206449958 | 114.29591
2679 | NUX#1774 | 2052.5419220521676 | 80.79114
2680 | Jyan#1908 | 2051.9072461870164 | 124.67804
2681 | TARUN MAGAR#4335 | 2051.6271047090413 | 85.78034
2682 | Gucci#0663 | 2051.622540420888 | 109.565544
2683 | UltimateBlue#2204 | 2050.472388326704 | 121.44686
2684 | dkdcjunk#0441 | 2049.942804040101 | 97.03026
2685 | king#9670 | 2049.54024761265 | 110.79794
2686 | amir#7459 | 2049.3663518595013 | 167.4672
2687 | aaaa#0668 | 2049.3165272396955 | 117.38588
2688 | Dnt#9188 | 2049.052108829163 | 107.25558
2689 | StockholmSyndrome#7849 | 2048.7430219420694 | 196.83542
2690 | Clarencedc#7204 | 2048.2565443826447 | 100.02693
2691 | Shadow4145#2347 | 2047.8893506094055 | 189.70259
2692 | Shlerf#7909 | 2047.1423131675253 | 92.171165
2693 | arrowPIG#7716 | 2046.9711899290298 | 95.08671
2694 | manada#5172 | 2046.9467255075947 | 108.60992
2695 | AnTi_FaZe2#7631 | 2046.9300294275922 | 106.63919
2696 | Tony#4350 | 2046.262127160519 | 158.05988
2697 | LilRaf#6188 | 2046.1144437825938 | 129.30595
2698 | Speedbird#7705 | 2045.27493947098 | 120.32989
2699 | yosiah#5631 | 2045.1099332312522 | 80.843254
2700 | mpu#4745 | 2044.709152680765 | 266.05472
2701 | Andreas#4372 | 2043.6728332996681 | 104.580444
2702 | childthekid#5390 | 2043.5277924623656 | 77.445404
2703 | I#0147 | 2042.6661829799232 | 126.041435
2704 | Spectretempest69#8159 | 2042.362773282412 | 142.27327
2705 | Bash#3499 | 2040.813471352876 | 106.54756
2706 | atake#6059 | 2040.31663288154 | 125.67584
2707 | Galaxied#6824 | 2040.0828086988045 | 223.33289
2708 | Horuyuki#4692 | 2039.834409626958 | 106.76199
2709 | izzyisnotok#7029 | 2039.7523831006902 | 95.437965
2710 | korsao#0803 | 2039.7295967835753 | 169.83229
2711 | .james#7410 | 2037.7033941073673 | 181.16658
2712 | Andrew#2231 | 2037.522662911385 | 142.7497
2713 | snowi#7064 | 2037.3497544443826 | 92.287926
2714 | KIDO#9037 | 2035.7094859940491 | 93.67432
2715 | ̸̓̌ ̵̊͜i̸͑̓vik#0556 | 2035.3399081870164 | 105.88339
2716 | Unseen#7933 | 2035.0532250933713 | 115.140785
2717 | Colemak#0821 | 2034.8409794932895 | 94.729355
2718 | FartMitzfah#5947 | 2034.7793021023606 | 135.90332
2719 | prodigy#2843 | 2034.7271272112303 | 209.21089
2720 | [Thought  Expressor]#2395 | 2034.5251546333132 | 98.848305
2721 | storm#9095 | 2033.8507805165714 | 190.86935
2722 | Deaner#3322 | 2033.739596230115 | 106.379875
2723 | Leonidas#9449 | 2033.1005398948232 | 90.76911
2724 | new_luca#5751 | 2032.988140977938 | 194.49828
2725 | Karguy#9781 | 2030.8365240572364 | 99.06771
2726 | WrathOfTheWaffles#7279 | 2030.7459901348918 | 100.442245
2727 | MKD.befbef#7004 | 2030.6316589286782 | 121.89964
2728 | Sushi#4179 | 2028.4330512640936 | 138.39523
2729 | T1mor#2590 | 2028.0567536073877 | 88.05096
2730 | FrostyJay#2440 | 2027.813062684556 | 117.39157
2731 | Inspirefly#6379 | 2027.2035782747637 | 106.92624
2732 | APerson#9943 | 2026.518545100462 | 95.2201
2733 | norteq#5663 | 2026.0813062581753 | 168.46622
2734 | YurioS#9174 | 2026.017563252421 | 103.54586
2735 | aaAhRGRhH#0089 | 2025.9965264372538 | 130.60599
2736 | Weenie#9338 | 2025.9488507477301 | 201.65953
2737 | Joel#1845 | 2025.7623781267898 | 81.998375
2738 | Big Smokey#8340 | 2025.2380528148558 | 85.24817
2739 | Dos#9402 | 2024.600237768604 | 124.768745
2740 | Introvertlearnernb#6470 | 2024.2605103202866 | 85.20223
2741 | Sambath#3986 | 2024.117489054011 | 145.39268
2742 | Vbee#3745 | 2024.062543647311 | 111.19715
2743 | Kevin#4152 | 2020.9280415555288 | 113.04053
2744 | ez1z#3089 | 2020.7090050260333 | 106.90365
2745 | Michael#6462 | 2020.492443131103 | 90.815704
2746 | Prefer_not_to_say#4725 | 2020.4498657809577 | 97.89716
2747 | LokLoklok#1198 | 2018.5333568794586 | 162.52692
2748 | nthaor#6029 | 2017.9676268219946 | 117.30263
2749 | Atanas#5190 | 2017.5901474364603 | 78.31649
2750 | KidsInAttic42021#0394 | 2017.2220909258451 | 87.164894
2751 | Winter#1501 | 2017.1179476162217 | 87.20633
2752 | WBChamp#7024 | 2017.048772216141 | 80.071724
2753 | Yit#9977 | 2016.49601261243 | 222.98813
2754 | Alex#2476 | 2016.4290406537946 | 89.59584
2755 | TheVagabond#4892 | 2016.2922746635275 | 106.3083
2756 | Hazard of Duke#3693 | 2016.0069266271332 | 107.89099
2757 | doja#1348 | 2015.2529168508665 | 107.03337
2758 | WildSas#4059 | 2014.81973885606 | 170.97983
2759 | BeatMil#8020 | 2012.686643275719 | 112.904755
2760 | [Insert Fail]#1744 | 2012.3651871747813 | 127.224754
2761 | Henry#3626 | 2010.9572624322454 | 125.01668
2762 | terra#2892 | 2009.5449557153079 | 119.427345
2763 | Sunny#5397 | 2009.05395992902 | 115.40331
2764 | yummy#7192 | 2007.9011189253963 | 104.06701
2765 | wigu#3467 | 2007.5241520216762 | 117.77735
2766 | Rinaldo#2376 | 2007.2135028865082 | 104.949036
2767 | norbux#2416 | 2007.2102483629722 | 86.85229
2768 | Allen#7930 | 2007.2090438816676 | 109.56303
2769 | Bikram#4768 | 2006.876899608815 | 97.074135
2770 | flavo#4845 | 2006.6512151340373 | 144.56071
2771 | Shashwat#0181 | 2006.4718096090467 | 85.295296
2772 | cream_reaper#7849 | 2006.218714164232 | 96.952385
2773 | ir_marcus#2200 | 2005.8126567656777 | 118.5718
2774 | 1Ned#7195 | 2005.596210259196 | 147.87154
2775 | Richard#2432 | 2005.4466371837107 | 201.84834
2776 | mr4rm#5340 | 2005.443968374414 | 108.07772
2777 | Avigail#1268 | 2004.6822691804116 | 204.65971
2778 | rxo#9108 | 2004.3542504642699 | 118.57266
2779 | Benjamin#7270 | 2004.1137005555536 | 101.56719
2780 | purdi#7813 | 2003.9643977604105 | 81.75373
2781 | nor#4288 | 2003.8817778240689 | 117.48545
2782 | Nathan#8039 | 2003.755856875499 | 99.75534
2783 | j4dz#5237 | 2003.3846608020738 | 90.12409
2784 | Fedy#7713 | 2003.3322453093328 | 79.61964
2785 | 1nning#3685 | 2003.1559525875625 | 131.2758
2786 | mondyy#1441 | 2003.1131770128873 | 102.82683
2787 | Cobblespy#4229 | 2002.9473630693255 | 80.554596
2788 | TypeLX#2305 | 2002.1065477514828 | 201.70503
2789 | Apoorav#7157 | 2001.8735040539354 | 123.07175
2790 | Supa#8803 | 2001.728004519254 | 118.681786
2791 | Asad#8002 | 2001.6791215113983 | 104.68686
2792 | ribald heron#6626 | 2001.6210626216714 | 121.16892
2793 | Jvitesh Throwing Out Fades#8059 | 2001.258375966776 | 135.98581
2794 | Altune#3159 | 2001.239943698896 | 94.43639
2795 | GodIsMostBenevolent#2768 | 2001.2052012129998 | 92.08116
2796 | Darkwing#6344 | 2001.0664806245363 | 171.40486
2797 | Jhon Doe#0827 | 2001.0027001800365 | 80.893105
2798 | Kendrick#9851 | 2000.9777515478788 | 85.5552
2799 | amlzn#4021 | 2000.2143414550717 | 81.31799
2800 | CasualBrowns#4992 | 1999.5185702559675 | 103.192566
2801 | Colin#2948 | 1999.1562897276888 | 172.69833
2802 | Powoo_#8888 | 1998.7148484428392 | 117.54188
2803 | Grady#9380 | 1998.3768113573683 | 110.64704
2804 | leumas#5286 | 1998.1584496786754 | 140.55545
2805 | pan4-1z#1844 | 1998.073252445382 | 112.35202
2806 | GameBoyTre#3452 | 1997.8151511746096 | 115.619
2807 | elijah#2940 | 1996.3246840477673 | 145.7244
2808 | wavey#3750 | 1996.16167995273 | 115.47536
2809 | Bensnake#4471 | 1995.7239214483882 | 115.36952
2810 | KrazyKernel#7019 | 1995.5209515508782 | 105.0471
2811 | Malek#6714 | 1995.4544178234298 | 77.0865
2812 | .json#6094 | 1995.2211530367201 | 85.664505
2813 | Vlad#5683 | 1994.711219665339 | 144.41237
2814 | Roshan#3312 | 1994.1208402777304 | 80.73842
2815 | Danielle#6086 | 1993.8101995876796 | 94.854195
2816 | Teva#7862 | 1992.2730968634737 | 77.07604
2817 | DISCO0O0O0O#6867 | 1989.3432195960418 | 95.95251
2818 | josiah#3857 | 1989.3070191415575 | 102.79681
2819 | Pascal#2502 | 1987.088570123651 | 113.1632
2820 | Bram#5077 | 1987.0848388938516 | 106.417404
2821 | A YoPo#9814 | 1987.0260278585918 | 197.94098
2822 | CeaselessMelon#6451 | 1986.8257447874032 | 109.10049
2823 | srini#2541 | 1986.1997076049502 | 91.7951
2824 | choobies#2512 | 1985.2106561692983 | 225.85526
2825 | Debarghya#2257 | 1984.621814742501 | 106.25803
2826 | thegallerysg#8990 | 1983.9884932548996 | 157.75499
2827 | Niubee#5071 | 1983.7896906086012 | 127.03679
2828 | 12k0lV#3985 | 1982.3445464038905 | 90.53509
2829 | TarG#3717 | 1982.2956864051594 | 97.18732
2830 | Burnham#5401 | 1981.9507521606197 | 94.91296
2831 | Onesciemus#7251 | 1981.6606329698557 | 114.40545
2832 | One#6538 | 1981.5080349399916 | 157.40039
2833 | SomBerries#6066 | 1981.32039311497 | 147.38759
2834 | Nick#5204 | 1981.050099676585 | 115.2451
2835 | Foggy#8680 | 1980.699821422527 | 301.0396
2836 | JM#0600 | 1978.3907674967168 | 89.28571
2837 | TigerGaming#2696 | 1978.3603153910783 | 133.292
2838 | usopp tyler#8894 | 1978.2015940279884 | 159.80608
2839 | selfishhuman#6912 | 1978.0230350295442 | 134.279
2840 | 123ortal#8034 | 1977.9081512595653 | 97.198006
2841 | Chris#4921 | 1977.5958992013016 | 134.73763
2842 | Samuel#1796 | 1977.2419029272205 | 180.63927
2843 | Allison#8217 | 1977.23653802067 | 93.33167
2844 | sheap#7151 | 1975.5175632456937 | 161.03691
2845 | shweggy#6018 | 1975.2376731822299 | 171.86246
2846 | icantread#5019 | 1975.1453573885483 | 189.45273
2847 | عبد#9620 | 1974.6153035891984 | 92.040344
2848 | AWSOMEDUDE090#5040 | 1974.2712002036371 | 81.7519
2849 | Zer0#9281 | 1974.0868955277977 | 91.60357
2850 | juicetin#7571 | 1973.907124851225 | 206.69743
2851 | !Rigno#6677 | 1973.5764474907858 | 153.21814
2852 | one_day_you_will_die#2158 | 1973.4680379142628 | 80.89683
2853 | nask#5141 | 1972.8118812698187 | 192.28358
2854 | thedankplatypus#9023 | 1972.739600691278 | 95.55678
2855 | Disterty#7775 | 1972.7227830450818 | 81.37837
2856 | LemonTea#1093 | 1972.5706276657734 | 128.00726
2857 | BladeonCRACK#6930 | 1971.5573138450964 | 106.11345
2858 | Anthony#3874 | 1970.9906333679967 | 121.53576
2859 | MisuruRX#6573 | 1970.6848100392015 | 89.338455
2860 | sachi#6186 | 1970.6290857191425 | 151.86754
2861 | Ticondrogo#1736 | 1970.0256300454027 | 100.114204
2862 | polytolyowie#8312 | 1969.9374479466433 | 106.69682
2863 | rachel23#3244 | 1969.9049887914325 | 134.4725
2864 | dravs#6632 | 1969.7859131485575 | 87.159004
2865 | Henben#4294 | 1969.3758440364286 | 77.960464
2866 | Otomo#1455 | 1969.2006550367682 | 96.0887
2867 | Nuhai#1922 | 1969.0632997610285 | 188.76514
2868 | Leo#4216 | 1968.30602972673 | 75.37903
2869 | zzZ#7684 | 1967.3985670187105 | 132.3042
2870 | GooPe#5884 | 1965.8394147333333 | 133.76022
2871 | Ashish#1897 | 1965.6034940392142 | 81.792274
2872 | TheMKeyHolder#8476 | 1964.9722227653667 | 120.03024
2873 | poem#7869 | 1964.0129569740072 | 311.584
2874 | capeps#3406 | 1963.9965387425991 | 92.67327
2875 | nicholas#0084 | 1963.7667175716763 | 113.46203
2876 | Drip#2973 | 1963.6844175211668 | 162.49173
2877 | Alex#5385 | 1963.4347509330535 | 83.586716
2878 | yeetyboi56#0846 | 1963.412361368961 | 91.592545
2879 | Devon#3501 | 1962.2390759124867 | 98.44746
2880 | MaxSandretti#0451 | 1961.7145522931778 | 103.76541
2881 | Izzy#8400 | 1961.6235581638614 | 91.886375
2882 | yehwee#6502 | 1961.5376941421273 | 172.01964
2883 | Kris#6184 | 1960.1689200029007 | 77.48861
2884 | Caleb#0419 | 1960.1045760280977 | 79.60277
2885 | Zach#7337 | 1959.5609393858545 | 113.734276
2886 | owen#4979 | 1958.409280249612 | 90.5129
2887 | Dark#4159 | 1958.156367082006 | 88.85598
2888 | Bolun#0224 | 1958.0820526090924 | 96.989105
2889 | 4irF1ux#6079 | 1957.9853688579165 | 91.83224
2890 | Benjamin#9417 | 1956.7773168757867 | 124.35914
2891 | njdp#4517 | 1956.4862244091116 | 106.1836
2892 | Carlo#6233 | 1956.407496198659 | 87.43262
2893 | Dvorak_Practice#0271 | 1956.0938489798918 | 83.61646
2894 | Ahmad#2388 | 1955.6133343131603 | 93.87265
2895 | rocketridertom1#4011 | 1955.0803491947083 | 85.96182
2896 | Aurumvorax#3642 | 1953.5501377606338 | 104.229645
2897 | iLike#3111 | 1953.297920140296 | 80.51795
2898 | slowlydied#4331 | 1953.0171124867998 | 124.23331
2899 | NuIlified#5769 | 1952.4729705139403 | 257.5213
2900 | kly#2213 | 1952.2155661277761 | 127.93305
2901 | retro#4226 | 1952.1725950650598 | 111.122246
2902 | Mooshy#3169 | 1951.5325647307673 | 186.45105
2903 | tuboo#0555 | 1951.4858246724002 | 88.623505
2904 | Amit#7915 | 1950.663098460349 | 80.46996
2905 | YeetyBoi#5505 | 1950.4367768235854 | 168.36574
2906 | Dylan#0085 | 1950.4158488654489 | 126.14296
2907 | Zipher#4059 | 1949.8505769683366 | 88.4335
2908 | zubverse#5659 | 1948.953269844664 | 111.26479
2909 | Micky#6489 | 1947.6907842553703 | 76.75398
2910 | Spicey#0908 | 1947.6110523900907 | 99.942764
2911 | Spooky SKelton#8293 | 1947.430792227367 | 105.08118
2912 | Daark#3382 | 1947.3359693482912 | 197.8066
2913 | Kocosaur#6946 | 1946.4946258325153 | 190.17085
2914 | Itachi#0705 | 1945.930935497065 | 82.71384
2915 | qvezak#4050 | 1944.9573271862457 | 111.291855
2916 | Viktor#6417 | 1944.007551216158 | 99.447975
2917 | alaudbrother#5233 | 1943.7964021974472 | 167.14418
2918 | Alicia#7140 | 1943.6498363309315 | 102.81693
2919 | Foasic#0751 | 1943.6355525429844 | 197.31786
2920 | carnivoroustoad#5939 | 1943.1201096528057 | 121.50105
2921 | Plus#7546 | 1943.058301667106 | 169.28555
2922 | Tate#4005 | 1942.1529300092507 | 80.90586
2923 | Gica Lautaru#7841 | 1942.1319520654997 | 117.34021
2924 | lucas_c#3421 | 1941.656102002135 | 85.91595
2925 | Jason#7704 | 1941.3172757150014 | 115.44776
2926 | Shobhit#9292 | 1941.2726457601698 | 108.15346
2927 | vnn#7059 | 1940.251754157886 | 101.035736
2928 | smallWORLD#2710 | 1939.9574950798642 | 156.42482
2929 | ApplePies#3851 | 1939.6911988236795 | 142.31871
2930 | TypeGod#4635 | 1939.110729196729 | 81.387566
2931 | gnjen#2734 | 1938.9262847867358 | 79.673355
2932 | rafael.#4087 | 1938.219085555299 | 276.85553
2933 | Chandan#8982 | 1936.970072725805 | 84.76252
2934 | vega#6767 | 1936.1523945489018 | 122.94282
2935 | sbruening#3377 | 1936.1222193111148 | 108.75524
2936 | iAdam368#9729 | 1935.8671931979677 | 94.77262
2937 | cyneptic#6725 | 1935.0884071681226 | 164.79611
2938 | Galleon#2550 | 1934.5698085313497 | 81.25199
2939 | Utkarsh#8129 | 1934.432694949923 | 77.11093
2940 | Cameron_T23#9971 | 1933.2675621936476 | 346.4986
2941 | Danyo#7582 | 1932.8572352053834 | 156.67915
2942 | Joey#0942 | 1932.6507730295764 | 115.87468
2943 | Wilk#6913 | 1932.5996909743133 | 156.26332
2944 | Tomas#8018 | 1932.3833034926565 | 80.54496
2945 | fatal#0209 | 1932.323375315246 | 140.04008
2946 | Dreamy#0122 | 1932.2516288559123 | 88.763596
2947 | DannyDorito#3417 | 1931.708027450942 | 95.67804
2948 | Anuj#0153 | 1930.8003676714056 | 130.54446
2949 | TTVBTW#6434 | 1930.6310390383035 | 110.631165
2950 | Maximus_Smart01#7015 | 1930.2702688218228 | 89.9719
2951 | Jason#2182 | 1929.9759927747039 | 94.699104
2952 | Matteo#8639 | 1929.6263401716892 | 87.877716
2953 | casual#2968 | 1928.863226089461 | 173.65811
2954 | Jaywhy#8750 | 1928.7072581558102 | 159.73972
2955 | Arnav#4045 | 1928.675738527343 | 91.685356
2956 | xysteild#2866 | 1928.115127220017 | 128.66183
2957 | Shyam#0871 | 1927.080591321948 | 71.10712
2958 | Leo_Rax#2976 | 1926.7158071019926 | 71.662186
2959 | Mason#6724 | 1926.3729433064777 | 105.34135
2960 | Renge#8153 | 1925.78754073163 | 121.03908
2961 | pnwwwwww#3860 | 1925.6673270362849 | 144.67076
2962 | Cursiver#1159 | 1925.0809636325298 | 139.77106
2963 | Chivalry#4116 | 1925.000087298162 | 78.37885
2964 | Lynx#1915 | 1924.7190282381507 | 127.49292
2965 | itsmekd#1308 | 1924.1744745428477 | 109.666504
2966 | vlirvy || foam#7125 | 1923.9495681958683 | 168.5652
2967 | DontPanic#8288 | 1923.9434093812906 | 106.472374
2968 | jalitt21#4517 | 1923.2414984733784 | 102.34936
2969 | alnomant#5777 | 1922.2008434673228 | 97.3154
2970 | A1ris#6730 | 1921.8335956579783 | 76.31877
2971 | Amir#4466 | 1921.300611387686 | 84.242226
2972 | Morren#8955 | 1921.1385993169745 | 233.61037
2973 | Toast Please#8259 | 1919.9558591337586 | 105.53614
2974 | eni#6821 | 1919.8830829970361 | 107.54125
2975 | Paradise#0190 | 1919.7379331632847 | 83.9229
2976 | fishy phishy#9622 | 1918.6750075935709 | 93.195274
2977 | Dank_Tank#7691 | 1918.5500296788844 | 113.2121
2978 | Gack#4485 | 1917.3704680602596 | 141.9402
2979 | Blade#5001 | 1917.1415297966653 | 88.11001
2980 | Ryan#9861 | 1915.5939452531093 | 151.281
2981 | exoriumtypes#4968 | 1915.4204411669584 | 79.97882
2982 | Estebanheish#1895 | 1915.2544363912205 | 97.738106
2983 | mic#1402 | 1914.0563363253066 | 103.89597
2984 | Vel#0241 | 1913.5825780063046 | 201.4353
2985 | hplaRno2#9122 | 1913.5426837671612 | 90.1788
2986 | maiko#4061 | 1913.3588773405666 | 226.102
2987 | Hana#8933 | 1912.9169726342295 | 130.76097
2988 | ruby#3294 | 1912.4585817084528 | 177.22571
2989 | rafael'#6020 | 1912.1520623218253 | 159.11241
2990 | codenave#1769 | 1911.70187917243 | 96.364395
2991 | qwfp#3957 | 1910.779081989172 | 104.34735
2992 | nina#2634 | 1910.6818964626752 | 84.84757
2993 | LightElectric#1724 | 1910.2906496568946 | 106.59105
2994 | bis#2316 | 1910.154039832422 | 112.94069
2995 | StriderFox#1379 | 1910.1003214141413 | 80.8206
2996 | IceDynamix#4086 | 1909.5799267257719 | 146.02454
2997 | Shreyas#8823 | 1909.446381860183 | 96.87135
2998 | muho#9555 | 1909.4106473415316 | 91.88587
2999 | Tushar#1883 | 1909.196539973487 | 179.0158
3000 | firewaran#1197 | 1908.9198568853628 | 96.47815
3001 | Grayson#6079 | 1908.6966496827254 | 72.73439
3002 | SimpBeef#3009 | 1908.2518934188968 | 81.98396
3003 | Tea$#0765 | 1908.1156483060531 | 122.95258
3004 | TinTanSan#1649 | 1907.2188699353746 | 109.991455
3005 | III#9625 | 1906.722661907135 | 100.26085
3006 | sig#3506 | 1906.3072814303057 | 192.0218
3007 | jus_reverse_grandmaster#4422 | 1905.4366833841343 | 123.33723
3008 | Jovi#1560 | 1905.361748760207 | 174.89323
3009 | notdream#5973 | 1905.1534409735648 | 129.952
3010 | alex.nikolov2#3553 | 1904.8658233629142 | 133.93854
3011 | Lebow#4065 | 1904.6753184681083 | 101.54291
3012 | Calamity (Clam)#2991 | 1903.4323535607373 | 115.332085
3013 | yuro sugarcrush#5489 | 1903.38787212067 | 124.11581
3014 | Jamie#5388 | 1903.2836885510144 | 102.9759
3015 | Sumit#8238 | 1903.1000109499969 | 76.66995
3016 | Daniel#3109 | 1902.6469843809934 | 77.02315
3017 | Administrator#3985 | 1902.3667707079771 | 76.551
3018 | Nolan#2126 | 1902.061385471282 | 91.98518
3019 | Butteroutlaw#7726 | 1902.027779032683 | 102.8999
3020 | page#5254 | 1901.534838151309 | 139.49887
3021 | fallow#2965 | 1901.4467239167323 | 181.75267
3022 | Decimal#1577 | 1901.2350372329295 | 109.75069
3023 | Req#0146 | 1900.6269867656927 | 128.92673
3024 | battousai#9818 | 1900.538993810675 | 109.91453
3025 | Akira#4463 | 1900.1966780072446 | 118.71171
3026 | Madlife#4642 | 1899.6669790916462 | 113.353806
3027 | vex#7765 | 1899.5812795056834 | 110.586334
3028 | Clayton Does Things#0504 | 1898.795039827943 | 97.16319
3029 | Gil#4509 | 1898.2056296676171 | 92.109245
3030 | Planeswalker#8176 | 1898.0203336367824 | 101.15845
3031 | Lin#0984 | 1897.696427033408 | 75.03144
3032 | Klowns#7392 | 1897.561310423163 | 76.68491
3033 | JUYOP#8985 | 1896.6077348535189 | 121.4188
3034 | Roku#1895 | 1896.4508939018604 | 114.81787
3035 | Hyrum_Hyrum#8037 | 1896.3963904043476 | 126.693634
3036 | Moonlit#4683 | 1896.0721897481594 | 105.658424
3037 | Mia#4755 | 1895.8445349174126 | 99.56282
3038 | Marc#8899 | 1894.365357793695 | 113.57596
3039 | Duke Silver#9558 | 1894.301939894867 | 142.77141
3040 | Joshokitty#8751 | 1894.1559399406854 | 188.78363
3041 | xLukeAzade#2468 | 1893.9694709285268 | 90.64226
3042 | Jack#5394 | 1893.951875875622 | 86.22489
3043 | SolarSophie#2975 | 1893.3659672857825 | 90.849625
3044 | hello#8523 | 1892.8496808853104 | 86.51974
3045 | NotYellow#2324 | 1892.5448795805255 | 95.632614
3046 | storm#0458 | 1892.4540656645815 | 134.40884
3047 | Pretzel#4972 | 1892.1487245558906 | 75.80046
3048 | Potatopeepo#5960 | 1891.6596122264377 | 114.02163
3049 | slz#3784 | 1890.9866245396795 | 127.15297
3050 | saliven#0394 | 1890.9256162653098 | 103.039314
3051 | MspanK#1987 | 1890.4351123262868 | 126.25895
3052 | vange#2973 | 1890.099234578012 | 158.28769
3053 | Mahmoud#7330 | 1889.264461544758 | 99.437004
3054 | rip#4951 | 1888.9779700249742 | 162.91277
3055 | Aiden#0389 | 1888.0732227935725 | 102.70871
3056 | Nootch#6780 | 1887.7575864804037 | 217.60463
3057 | Burito-senpai#9336 | 1887.4998104861343 | 85.39971
3058 | Austin#4378 | 1886.4887641596622 | 155.79146
3059 | Aristotle#6718 | 1885.1161796907425 | 95.25457
3060 | skek#2937 | 1884.7105675881658 | 96.032555
3061 | Estable#1643 | 1884.341651787591 | 152.23685
3062 | iiShadxwCola#3745 | 1884.2340136180876 | 82.24791
3063 | Cosmo_#4674 | 1883.994525418203 | 149.56276
3064 | Jaden#8276 | 1883.6681852451127 | 106.20384
3065 | Not_DVu#6083 | 1883.5383498873557 | 100.25731
3066 | Yahya#8744 | 1882.9695173182279 | 80.11735
3067 | Seqgull#9227 | 1882.8080720275461 | 110.43124
3068 | Akhil#3349 | 1882.5987949128644 | 76.4922
3069 | Loves Typing#5108 | 1882.4439559452398 | 87.36355
3070 | Guz1ch_#7118 | 1881.8144196961543 | 98.687454
3071 | NotLivingPool#1571 | 1881.6771383660182 | 142.7159
3072 | Bogdan#2759 | 1881.4253072315187 | 89.89892
3073 | Kasx#0443 | 1880.6893745781497 | 89.61393
3074 | Jooo#7823 | 1880.5108992097366 | 120.94093
3075 | thienqber#8676 | 1880.4685753519473 | 94.229515
3076 | Uwnicke#3279 | 1879.8246233315222 | 125.726265
3077 | MasterGoku#5194 | 1879.1766183990098 | 112.46025
3078 | Tenturo#3309 | 1877.6777642872257 | 113.956726
3079 | obje#8133 | 1877.545876826782 | 83.60854
3080 | 0cs025#8888 | 1877.5059845247645 | 139.43619
3081 | Adric#5531 | 1877.4031390380937 | 122.34875
3082 | Bigman#4987 | 1877.337076887048 | 85.13246
3083 | Ijay#4458 | 1876.6268887487727 | 71.59763
3084 | Sonia#1462 | 1876.5434328234498 | 109.56265
3085 | TheTangyLemon#6854 | 1876.5317449324025 | 99.44543
3086 | Borsac#6759 | 1876.5061300112188 | 183.62564
3087 | calycanthus#2787 | 1876.0702384296105 | 243.08339
3088 | Titanium#2011 | 1875.97809874902 | 129.06169
3089 | chronz#0733 | 1875.0019186107354 | 89.22727
3090 | Aaishi#6468 | 1874.8144186520612 | 78.89196
3091 | Abdullah#6410 | 1874.709585564262 | 93.97199
3092 | Losciend#5672 | 1874.07722053492 | 84.993256
3093 | nlennon#9246 | 1874.0359740712122 | 103.15397
3094 | Jeffrey#6441 | 1873.999093327336 | 149.16635
3095 | soup#6069 | 1873.6395637315948 | 107.96675
3096 | Flygoat#5146 | 1873.5198740296032 | 186.10956
3097 | Akma#1511 | 1872.9161924429886 | 78.5787
3098 | SUNSHINENURSMILE#6086 | 1872.7447571642776 | 138.75494
3099 | abcdef#3815 | 1871.9917379612482 | 70.80752
3100 | I hate simba#5859 | 1871.9828956025553 | 73.50571
3101 | 01廖文丰#5636 | 1871.6039622932572 | 102.42288
3102 | streganona#1084 | 1870.2086632130731 | 103.943436
